ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2020-07-15T04:48:36Z,Windows 10 (10.0.18363; x64),220090,JP,150.65.234.104,,,,,Episode 5 - Hobi,Podcast Katek Obat,spotify:episode:2pQg574PIXYds6qxPAWde5,,,,,clickrow,logout,False,False,False,,False
2020-08-04T02:20:19Z,Windows 10 (10.0.18362; x64),7280,JP,150.65.109.33,,,,,Introducing The Umbrella Academy Season 2 | Behind The Scenes,Behind The Scenes,spotify:episode:3fxkF3Pwyn5RAPwA1XNYaG,,,,,clickrow,endplay,False,False,False,,False
2020-11-12T01:55:22Z,Windows 10 (10.0.18362; x64),2152140,JP,150.65.109.33,,,,,Human Computer Interaction and Online Privacy,Data Skeptic,spotify:episode:2A4XJmFGT536JTH3sAPjze,,,,,clickrow,trackdone,False,False,False,,False
2020-11-12T01:55:52Z,Windows 10 (10.0.18362; x64),28260,JP,150.65.109.33,,,,,Authorship Attribution of Lennon McCartney Songs,Data Skeptic,spotify:episode:63jCTQGdLQWJpIF7D77p3i,,,,,trackdone,endplay,False,False,False,,False
2020-11-12T01:56:12Z,Windows 10 (10.0.18362; x64),19430,JP,150.65.109.33,,,,,Sentiment Preserving Fake Reviews,Data Skeptic,spotify:episode:7KTl4Mi25oDishdu8lia1t,,,,,clickrow,endplay,False,False,False,,False
2020-11-12T01:56:31Z,Windows 10 (10.0.18362; x64),18620,JP,150.65.109.33,,,,,"AlphaGo, COVID-19 Contact Tracing and New Data Set",Data Skeptic,spotify:episode:0pjXUC37WvKF1vsJ1zNVlN,,,,,clickrow,endplay,False,False,False,,False
2020-11-12T05:19:54Z,Windows 10 (10.0.18362; x64),358770,JP,150.65.109.33,,,,,Fooling Computer Vision,Data Skeptic,spotify:episode:23LatFx00KQ5Qm3FljNeQn,,,,,clickrow,endplay,False,False,False,,False
2020-11-17T04:08:13Z,Windows 10 (10.0.18362; x64),8683,JP,150.65.109.33,,,,,[MINI] Auto-correlative functions and correlograms,Data Skeptic,spotify:episode:0AlSrAI9C3x0mqBVsYhCwH,,,,,trackdone,endplay,True,False,False,,False
2020-11-17T04:08:39Z,Windows 10 (10.0.18362; x64),25450,JP,150.65.109.33,,,,,Black Boxes Are Not Required,Data Skeptic,spotify:episode:1TmGBjsR2PjFvSClgLfc4X,,,,,clickrow,endplay,False,False,False,,False
2020-12-04T23:42:21Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",2941555,JP,103.90.19.225,,,,,Level Design Lobby - Ep 15: Procedural Level Design,Level Design Lobby,spotify:episode:35aetkSeQ3AX8eRfxbQl2Q,,,,,clickrow,endplay,False,False,False,,False
2020-12-05T09:19:18Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",756920,JP,103.90.18.12,,,,,Open World vs Linear Level Design//LDL#84,Level Design Lobby,spotify:episode:7CW2GoWgw0SAPR8gCNtQz5,,,,,clickrow,logout,False,False,False,,False
2020-12-05T09:19:24Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",4542,JP,103.90.18.12,,,,,Open World vs Linear Level Design//LDL#84,Level Design Lobby,spotify:episode:7CW2GoWgw0SAPR8gCNtQz5,,,,,appload,backbtn,False,False,False,,False
2020-12-05T09:19:25Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",0,JP,103.90.18.12,,,,,Virtual Cities - Konstantinos Dimopoulos/LDL #83,Level Design Lobby,spotify:episode:1i5GILpStxCOXkq96AtbBt,,,,,backbtn,backbtn,False,False,False,,False
2020-12-05T09:19:26Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",0,JP,103.90.18.12,,,,,Level Design Resources - Ep 36,Level Design Lobby,spotify:episode:1A2XbjC0ioEKGxbJJKCpBY,,,,,backbtn,fwdbtn,False,False,False,,False
2020-12-05T09:19:27Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",0,JP,103.90.18.12,,,,,Virtual Cities - Konstantinos Dimopoulos/LDL #83,Level Design Lobby,spotify:episode:1i5GILpStxCOXkq96AtbBt,,,,,fwdbtn,fwdbtn,False,False,False,,False
2020-12-05T22:37:20Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",1169034,JP,219.100.181.152,,,,,Open World vs Linear Level Design//LDL#84,Level Design Lobby,spotify:episode:7CW2GoWgw0SAPR8gCNtQz5,,,,,fwdbtn,logout,False,False,False,,False
2020-12-05T23:05:31Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",1058388,JP,219.100.181.152,,,,,Level Design Lobby - Ep73: Andrei Dubinin HyperCasua,Level Design Lobby,spotify:episode:7zBrXnZUfnXIyyaa0qrLcQ,,,,,clickrow,endplay,False,False,False,,False
2020-12-05T23:08:47Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",194241,JP,219.100.181.152,,,,,Level Design Lobby - Ep 69: Choices,Level Design Lobby,spotify:episode:0MVUOkqnerFQDILqnGc1hu,,,,,clickrow,endplay,False,False,False,,False
2021-01-22T02:47:28Z,web_player windows 10;firefox 83.0;desktop,35775,JP,150.65.109.33,,,,,Obsessive Compulsive Disorder,The MIND Mental Health Podcast,spotify:episode:0z2MgyYMsfTKzuDlFMuSzI,,,,,remote,remote,False,False,False,,False
2021-01-22T02:47:31Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",3576,JP,150.65.109.33,,,,,A Look Into Imposter Syndrome,The MIND Mental Health Podcast,spotify:episode:47H3QNNhdT5JVCGXwDhOY0,,,,,clickrow,remote,False,False,False,,False
2021-01-22T07:00:15Z,Windows 10 (10.0.18363; x64),904190,JP,150.65.109.33,,,,,A Look Into Imposter Syndrome,The MIND Mental Health Podcast,spotify:episode:47H3QNNhdT5JVCGXwDhOY0,,,,,remote,remote,False,False,False,,False
2021-01-22T07:18:26Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",1094045,JP,219.100.181.202,,,,,A Look Into Imposter Syndrome,The MIND Mental Health Podcast,spotify:episode:47H3QNNhdT5JVCGXwDhOY0,,,,,appload,endplay,False,False,True,1611298813180.0,False
2021-01-22T07:34:55Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",858984,JP,219.100.181.202,,,,,[MINI] k-means clustering,Data Skeptic,spotify:episode:3z515pGwr1CvBLxymQ1IBi,,,,,clickrow,trackdone,False,False,False,,False
2021-01-22T07:46:13Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",676987,JP,219.100.181.202,,,,,NYC Speed Camera Analysis with Tim Schmeier,Data Skeptic,spotify:episode:0WzNOPIvhNhBR8Jy7LnIdx,,,,,trackdone,backbtn,False,False,False,,False
2021-01-22T07:55:12Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",539085,JP,219.100.181.202,,,,,[MINI] k-means clustering,Data Skeptic,spotify:episode:3z515pGwr1CvBLxymQ1IBi,,,,,backbtn,trackdone,False,False,False,,False
2021-01-22T07:58:32Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",199423,JP,219.100.181.202,,,,,NYC Speed Camera Analysis with Tim Schmeier,Data Skeptic,spotify:episode:0WzNOPIvhNhBR8Jy7LnIdx,,,,,trackdone,fwdbtn,False,False,False,,False
2021-01-22T07:58:34Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",273,JP,219.100.181.202,,,,,[MINI] Ordinary Least Squares Regression,Data Skeptic,spotify:episode:6rudgbzciOgkICAvYsqt90,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-01-22T07:58:36Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",1324,JP,219.100.181.202,,,,,Oceanography and Data Science,Data Skeptic,spotify:episode:3nH9j3b1co3tPwpSatsroI,,,,,fwdbtn,backbtn,False,False,False,,False
2021-01-22T07:58:55Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",17958,JP,219.100.181.202,,,,,[MINI] Ordinary Least Squares Regression,Data Skeptic,spotify:episode:6rudgbzciOgkICAvYsqt90,,,,,backbtn,fwdbtn,False,False,False,,False
2021-01-22T07:58:56Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",590,JP,219.100.181.202,,,,,Oceanography and Data Science,Data Skeptic,spotify:episode:3nH9j3b1co3tPwpSatsroI,,,,,fwdbtn,backbtn,False,False,False,,False
2021-01-22T08:16:05Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",1028027,JP,219.100.181.202,,,,,[MINI] Ordinary Least Squares Regression,Data Skeptic,spotify:episode:6rudgbzciOgkICAvYsqt90,,,,,backbtn,fwdbtn,False,False,False,,False
2021-01-22T08:16:07Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",0,JP,219.100.181.202,,,,,Oceanography and Data Science,Data Skeptic,spotify:episode:3nH9j3b1co3tPwpSatsroI,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-01-22T08:16:08Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",118,JP,219.100.181.202,,,,,[MINI] Markov Chains,Data Skeptic,spotify:episode:5wNFihDMJCFaY9gC6X63qf,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-01-22T08:16:10Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",961,JP,219.100.181.202,,,,,[MINI] Markov Chain Monte Carlo,Data Skeptic,spotify:episode:3i5RnqWfEWOdJq2JhyDjzk,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-01-22T08:16:11Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",34,JP,219.100.181.202,,,,,Computer-based Personality Judgments,Data Skeptic,spotify:episode:4sHqkJtwPQJK6k2rkhE3Zs,,,,,fwdbtn,backbtn,False,False,False,,False
2021-01-22T08:16:45Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",31812,JP,219.100.181.202,,,,,[MINI] Markov Chain Monte Carlo,Data Skeptic,spotify:episode:3i5RnqWfEWOdJq2JhyDjzk,,,,,backbtn,fwdbtn,False,False,False,,False
2021-01-22T08:16:46Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",46,JP,219.100.181.202,,,,,Computer-based Personality Judgments,Data Skeptic,spotify:episode:4sHqkJtwPQJK6k2rkhE3Zs,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-01-22T08:16:48Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",1530,JP,219.100.181.202,,,,,[MINI] Natural Language Processing,Data Skeptic,spotify:episode:41ozi3FFASvJ8oSgkGyQyT,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-01-22T08:16:50Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",572,JP,219.100.181.202,,,,,[MINI] Cornbread and Overdispersion,Data Skeptic,spotify:episode:5YHiieVZxaW4gNg1fnPxkk,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-01-22T08:16:51Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",156,JP,219.100.181.202,,,,,Data Fest 2015,Data Skeptic,spotify:episode:2uFqvlCFHYCn25vECYdnhF,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-01-22T08:16:52Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",92,JP,219.100.181.202,,,,,The Ghost in the MP3,Data Skeptic,spotify:episode:3BAO1wCNsXvWo5Kv1EQLkZ,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-01-22T08:16:53Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",0,JP,219.100.181.202,,,,,Using Data to Help Those in Crisis,Data Skeptic,spotify:episode:1isGZj3F0KX3rBwND97AHW,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-01-22T08:38:17Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",611551,JP,219.100.181.202,,,,,[MINI] z-scores,Data Skeptic,spotify:episode:7sJ4GpKH1HFstEQhAyTAL2,,,,,fwdbtn,trackdone,False,False,False,,False
2021-01-22T08:40:08Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",109885,JP,219.100.181.202,,,,,Detecting Cheating in Chess,Data Skeptic,spotify:episode:4ONatSHw5XzYSMtXSMGWlu,,,,,trackdone,fwdbtn,False,False,False,,False
2021-01-22T08:40:13Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",3963,JP,219.100.181.202,,,,,[MINI] A Critical Examination of a Study of Marriage by Political Affiliation,Data Skeptic,spotify:episode:6zyxwRm8DbUNmNWPW1dUDf,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-01-22T08:40:15Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",708,JP,219.100.181.202,,,,,Preserving History at Cyark,Data Skeptic,spotify:episode:4u120N1vOB6kJjvb7mGZ7f,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-01-22T08:40:16Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",808,JP,219.100.181.202,,,,,Proposing Annoyance Mining,Data Skeptic,spotify:episode:6kun7w0sjyFfv2jk2gBkFe,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-01-22T08:40:18Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",263,JP,219.100.181.202,,,,,[MINI] Anscombe's Quartet,Data Skeptic,spotify:episode:5fHj2sNEFhX58EW7QOJZqh,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-01-22T08:40:33Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",12504,JP,219.100.181.202,,,,,Video Game Analytics,Data Skeptic,spotify:episode:20sSMkSBDVSwsC9TpxOMXs,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-01-22T08:41:36Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",61485,JP,219.100.181.202,,,,,[MINI] The Curse of Dimensionality,Data Skeptic,spotify:episode:4KeoyZIbnYH2lXu6YcV8PJ,,,,,fwdbtn,endplay,False,False,False,,False
2021-01-22T08:52:51Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",674950,JP,219.100.181.202,,,,,"Kmeans clustering, hierarchical clustering and sentiment analysis to find trend",ML - The way the world works - analyzing how things work,spotify:episode:5ssjJi3PLEgvkudXj8veZq,,,,,clickrow,trackdone,False,False,False,,False
2021-01-22T08:52:52Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",0,JP,219.100.181.202,,,,,Machine learning and analyzing risks for public utilities ,ML - The way the world works - analyzing how things work,spotify:episode:1N4OfuiBelBBJ3jerOtu5E,,,,,trackdone,backbtn,False,False,False,,False
2021-01-22T08:52:53Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",752,JP,219.100.181.202,,,,,"Kmeans clustering, hierarchical clustering and sentiment analysis to find trend",ML - The way the world works - analyzing how things work,spotify:episode:5ssjJi3PLEgvkudXj8veZq,,,,,backbtn,backbtn,False,False,False,,False
2021-01-22T09:04:20Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",685027,JP,219.100.181.202,,,,,K means clustering,ML - The way the world works - analyzing how things work,spotify:episode:3xHXfhYyHRmrx6V2vGmjjT,,,,,backbtn,trackdone,False,False,False,,False
2021-01-22T09:16:23Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",722838,JP,219.100.181.202,,,,,"Kmeans clustering, hierarchical clustering and sentiment analysis to find trend",ML - The way the world works - analyzing how things work,spotify:episode:5ssjJi3PLEgvkudXj8veZq,,,,,trackdone,trackdone,False,False,False,,False
2021-01-22T09:18:22Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",117468,JP,219.100.181.202,,,,,Machine learning and analyzing risks for public utilities ,ML - The way the world works - analyzing how things work,spotify:episode:1N4OfuiBelBBJ3jerOtu5E,,,,,trackdone,endplay,False,False,False,,False
2021-01-22T09:34:48Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",985809,JP,219.100.181.202,,,,,Video Game Analytics,Data Skeptic,spotify:episode:20sSMkSBDVSwsC9TpxOMXs,,,,,clickrow,fwdbtn,False,False,False,,False
2021-01-22T09:34:49Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",845,JP,219.100.181.202,,,,,[MINI] The Curse of Dimensionality,Data Skeptic,spotify:episode:4KeoyZIbnYH2lXu6YcV8PJ,,,,,fwdbtn,backbtn,False,False,False,,False
2021-01-22T09:49:25Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",876382,JP,219.100.181.202,,,,,Video Game Analytics,Data Skeptic,spotify:episode:20sSMkSBDVSwsC9TpxOMXs,,,,,backbtn,trackdone,False,False,False,,False
2021-01-22T10:03:54Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",869650,JP,219.100.181.202,,,,,[MINI] The Curse of Dimensionality,Data Skeptic,spotify:episode:4KeoyZIbnYH2lXu6YcV8PJ,,,,,trackdone,trackdone,False,False,False,,False
2021-01-22T10:18:26Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",870759,JP,219.100.181.202,,,,,Genetically Engineered Food and Trends in Herbicide Usage,Data Skeptic,spotify:episode:5ikLIvqergbZL3Xt4Ci5ox,,,,,trackdone,endplay,False,False,False,,False
2021-01-22T10:21:30Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",181517,JP,219.100.181.202,,,,,[MINI] k-Nearest Neighbors,Data Skeptic,spotify:episode:7DhN585yAncBTgqARGF5ds,,,,,clickrow,endplay,False,False,False,,False
2021-01-22T10:21:41Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",10524,JP,219.100.181.202,,,,,[MINI] k-means clustering,Data Skeptic,spotify:episode:3z515pGwr1CvBLxymQ1IBi,,,,,clickrow,endplay,False,False,False,,False
2021-01-22T10:35:50Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",848979,JP,219.100.181.202,,,,,[MINI] k-means clustering,Data Skeptic,spotify:episode:3z515pGwr1CvBLxymQ1IBi,,,,,clickrow,trackdone,False,False,False,,False
2021-01-22T10:38:11Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",140512,JP,219.100.181.202,,,,,NYC Speed Camera Analysis with Tim Schmeier,Data Skeptic,spotify:episode:0WzNOPIvhNhBR8Jy7LnIdx,,,,,trackdone,trackdone,False,False,False,,False
2021-01-22T10:39:17Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",63773,JP,219.100.181.202,,,,,[MINI] Ordinary Least Squares Regression,Data Skeptic,spotify:episode:6rudgbzciOgkICAvYsqt90,,,,,trackdone,backbtn,False,False,False,,False
2021-01-22T10:39:18Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",1284,JP,219.100.181.202,,,,,NYC Speed Camera Analysis with Tim Schmeier,Data Skeptic,spotify:episode:0WzNOPIvhNhBR8Jy7LnIdx,,,,,backbtn,backbtn,False,False,False,,False
2021-01-22T10:40:16Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",57804,JP,219.100.181.202,,,,,[MINI] k-means clustering,Data Skeptic,spotify:episode:3z515pGwr1CvBLxymQ1IBi,,,,,backbtn,endplay,False,False,False,,False
2021-01-22T10:46:04Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",347066,JP,219.100.181.202,,,,,[MINI] k-Nearest Neighbors,Data Skeptic,spotify:episode:7DhN585yAncBTgqARGF5ds,,,,,clickrow,endplay,False,False,False,,False
2021-01-22T10:59:56Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",831407,JP,219.100.181.202,,,,,[MINI] k-means clustering,Data Skeptic,spotify:episode:3z515pGwr1CvBLxymQ1IBi,,,,,clickrow,endplay,False,False,False,,False
2021-01-22T22:37:29Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",1156144,JP,103.90.18.137,,,,,Introduction to cluster analysis,The Effective Statistician - in association with PSI,spotify:episode:3KxBxVcK614mx38Lb4C9lH,,,,,clickrow,logout,False,False,False,,False
2021-01-22T23:42:00Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",3131846,JP,103.90.18.137,,,,,Introduction to cluster analysis,The Effective Statistician - in association with PSI,spotify:episode:3KxBxVcK614mx38Lb4C9lH,,,,,appload,fwdbtn,False,False,False,,False
2021-01-22T23:42:04Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",241,JP,103.90.18.137,,,,,How to get most out of a conference,The Effective Statistician - in association with PSI,spotify:episode:3qKHsaKi8xPpPrNsnbnLD9,,,,,fwdbtn,backbtn,False,False,False,,False
2021-01-22T23:42:38Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",34507,JP,103.90.18.137,,,,,Introduction to cluster analysis,The Effective Statistician - in association with PSI,spotify:episode:3KxBxVcK614mx38Lb4C9lH,,,,,backbtn,trackdone,False,False,False,,False
2021-01-22T23:42:39Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",64,JP,103.90.18.137,,,,,How to get most out of a conference,The Effective Statistician - in association with PSI,spotify:episode:3qKHsaKi8xPpPrNsnbnLD9,,,,,trackdone,endplay,False,False,False,,False
2021-01-22T23:43:37Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",56869,JP,103.90.18.137,,,,,How to best analyze ordinal data,The Effective Statistician - in association with PSI,spotify:episode:0ICcQpRWzEcLFcAxs5E8YB,,,,,clickrow,endplay,False,False,False,,False
2021-01-23T00:43:11Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",655888,JP,118.12.73.183,,,,,How to communicate effectively by telling data stories,The Effective Statistician - in association with PSI,spotify:episode:2lJjE0EhKB6vfegN98Rg4W,,,,,clickrow,logout,False,False,False,,False
2021-01-24T08:14:27Z,Windows 10 (10.0.18363; x64),4198952,JP,103.5.142.123,,,,,Introduction to cluster analysis,The Effective Statistician - in association with PSI,spotify:episode:3KxBxVcK614mx38Lb4C9lH,,,,,clickrow,trackdone,False,False,False,,False
2021-01-24T08:15:42Z,Windows 10 (10.0.18363; x64),71750,JP,103.5.142.123,,,,,How to communicate effectively by telling data stories,The Effective Statistician - in association with PSI,spotify:episode:2lJjE0EhKB6vfegN98Rg4W,,,,,trackdone,backbtn,False,False,False,,False
2021-01-24T08:19:55Z,Windows 10 (10.0.18363; x64),252800,JP,103.5.142.123,,,,,Introduction to cluster analysis,The Effective Statistician - in association with PSI,spotify:episode:3KxBxVcK614mx38Lb4C9lH,,,,,backbtn,endplay,False,False,False,,False
2021-01-24T08:38:59Z,Windows 10 (10.0.18363; x64),1133350,JP,103.5.142.123,,,,,[MINI] k-means clustering,Data Skeptic,spotify:episode:3z515pGwr1CvBLxymQ1IBi,,,,,clickrow,endplay,False,False,False,,False
2021-01-24T08:51:12Z,Windows 10 (10.0.18363; x64),732380,JP,103.5.142.123,,,,,Introduction to cluster analysis,The Effective Statistician - in association with PSI,spotify:episode:3KxBxVcK614mx38Lb4C9lH,,,,,clickrow,endplay,False,False,False,,False
2021-01-24T08:53:47Z,Windows 10 (10.0.18363; x64),139080,JP,103.5.142.123,,,,,[MINI] k-Nearest Neighbors,Data Skeptic,spotify:episode:7DhN585yAncBTgqARGF5ds,,,,,clickrow,endplay,False,False,False,,False
2021-01-24T09:12:29Z,Windows 10 (10.0.18363; x64),11360,JP,103.5.142.123,,,,,Text Mining in R,Data Skeptic,spotify:episode:6DNiSlIKA5e7Vd0fMKyPQY,,,,,trackdone,backbtn,False,False,False,,False
2021-01-24T09:12:29Z,Windows 10 (10.0.18363; x64),23640,JP,103.5.142.123,,,,,Algorithmic Fairness,Data Skeptic,spotify:episode:3nRBib5wwunL1R8cBWv2o8,,,,,backbtn,logout,False,False,False,,False
2021-01-24T09:12:29Z,Windows 10 (10.0.18363; x64),1380,JP,103.5.142.123,,,,,[MINI] k-means clustering,Data Skeptic,spotify:episode:3z515pGwr1CvBLxymQ1IBi,,,,,backbtn,backbtn,False,False,False,,False
2021-01-24T09:12:29Z,Windows 10 (10.0.18363; x64),848892,JP,103.5.142.123,,,,,[MINI] k-means clustering,Data Skeptic,spotify:episode:3z515pGwr1CvBLxymQ1IBi,,,,,clickrow,trackdone,False,False,False,,False
2021-01-24T09:39:03Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",4006395,JP,103.90.18.73,,,,,Introduction to cluster analysis,The Effective Statistician - in association with PSI,spotify:episode:3KxBxVcK614mx38Lb4C9lH,,,,,clickrow,logout,False,False,False,,False
2021-01-24T09:58:00Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",1136970,JP,103.90.18.73,,,,,Introduction to cluster analysis,The Effective Statistician - in association with PSI,spotify:episode:3KxBxVcK614mx38Lb4C9lH,,,,,appload,trackdone,False,False,False,,False
2021-01-24T09:58:06Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",5360,JP,103.90.18.73,,,,,How to get most out of a conference,The Effective Statistician - in association with PSI,spotify:episode:3qKHsaKi8xPpPrNsnbnLD9,,,,,trackdone,backbtn,False,False,False,,False
2021-01-24T17:50:05Z,Windows 10 (10.0.18363; x64),4921954,JP,150.65.234.104,,,,,Introduction to cluster analysis,The Effective Statistician - in association with PSI,spotify:episode:3KxBxVcK614mx38Lb4C9lH,,,,,clickrow,trackdone,False,False,False,,False
2021-01-24T22:51:14Z,Windows 10 (10.0.18363; x64),156995,JP,150.65.234.104,,,,,How to best analyze ordinal data,The Effective Statistician - in association with PSI,spotify:episode:0ICcQpRWzEcLFcAxs5E8YB,,,,,trackdone,backbtn,False,False,False,,False
2021-01-26T07:04:18Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",1312237,JP,219.100.181.61,,,,,Introduction to cluster analysis,The Effective Statistician - in association with PSI,spotify:episode:3KxBxVcK614mx38Lb4C9lH,,,,,backbtn,logout,False,False,False,,False
2021-01-26T08:03:39Z,Windows 10 (10.0.18363; x64),1313478,JP,103.5.142.232,,,,,Introduction to cluster analysis,The Effective Statistician - in association with PSI,spotify:episode:3KxBxVcK614mx38Lb4C9lH,,,,,clickrow,remote,False,False,False,,False
2021-01-27T10:50:17Z,Windows 10 (10.0.18363; x64),333840,JP,150.65.234.104,,,,,Introduction to cluster analysis,The Effective Statistician - in association with PSI,spotify:episode:3KxBxVcK614mx38Lb4C9lH,,,,,backbtn,unexpected-exit-while-paused,False,False,False,,False
2021-01-27T14:58:43Z,Windows 10 (10.0.18363; x64),9660,JP,150.65.234.104,,,,,Introduction to cluster analysis,The Effective Statistician - in association with PSI,spotify:episode:3KxBxVcK614mx38Lb4C9lH,,,,,appload,endplay,False,False,False,,False
2021-01-29T07:19:59Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",836802,JP,219.100.182.130,,,,,Ep. #52 | Can Positivity Be Toxic?,How Did I Get Here? w/ Jae and AleXa,spotify:episode:6BhBsG0vFrP0EtiSnNOSVt,,,,,clickrow,endplay,False,False,False,,False
2021-02-03T04:23:08Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",0,JP,150.65.109.33,,,,,Dissociation of tonotopy and pitch in human auditory cortex,PaperPlayer biorxiv neuroscience,spotify:episode:019Ghb6PXEa6voE1qCCIuL,,,,,clickrow,endplay,False,False,False,,False
2021-02-04T18:48:25Z,"Android OS 10 API 29 (OnePlus, ONEPLUS A5010)",6840,JP,150.65.109.33,,,,,Dissociation of tonotopy and pitch in human auditory cortex,PaperPlayer biorxiv neuroscience,spotify:episode:019Ghb6PXEa6voE1qCCIuL,,,,,clickrow,logout,False,False,False,,False
